Train no.,Train name,Starts,Ends
7125,Hyb Jp Special,Hyderabad Decan,Ajmer Junction
11303,Hyb Kop Express,Hyderabad Decan,C Shahumharaj T
7143,Hyb Kop Special,Hyderabad Decan,C Shahumharaj T
1032,Hyb Kop Special,Hyderabad Decan,C Shahumharaj T
6306,Hyb Mas Superfast Special,Hyderabad Decan,Chennai Central
57563,Hyb Pbn Passenger,Hyderabad Decan,Parbhani Junction
17014,Hyb Pune Express,Hyderabad Decan,Pune Junction
7107,Hyb Qln Special,Hyderabad Decan,Kollam Junction
7166,Hyb Qln Special,Hyderabad Decan,Kollam Junction
7109,Hyb Qln Special,Hyderabad Decan,Kollam Junction
7115,Hyb Qln Special,Hyderabad Decan,Kollam Junction
7105,Hyb Qln Special,Hyderabad Decan,Kollam Junction
7429,Hyb Ru Special,Hyderabad Decan,Renigunta Junction
17005,Hyb Rxl Express,Hyderabad Decan,Raxual Junction
7128,Hyb Shm Special,Hyderabad Decan,Shalimar
12603,Hyderabad Express,Chennai Central,Hyderabad Decan
7108,Hyderabad Express,Kollam Junction,Hyderabad Decan
17031,Hyderabad Express,Mumbai Cst,Hyderabad Decan
7165,Hyderabad Express,Kollam Junction,Hyderabad Decan
22941,Inbd Jat S F Express,Indore Junction Bg,Jammu Tawi
19325,Ind Amritsar Express,Indore Junction Bg,Amritsar Junction
14317,Ind Ddn Express,Indore Junction Bg,Dehradun
22183,Ind Double Deck,Habibganj,Indore Junction Bg
22185,Ind Double Deck,Bhopal Junction,Indore Junction Bg
11125,Ind Gwaliar Express,Indore Junction Bg,Gwalior
19312,Ind Pune Express,Indore Junction Bg,Pune Junction
22944,Ind Pune Express,Indore Junction Bg,Pune Junction
9311,Indb Ajmer Special,Indore Junction Bg,Ajmer Junction
14319,Indb Barelly Express,Indore Junction Bg,Bareilly
11701,Indb Intercity,Jabalpur,Indore Junction Bg
19324,Indb Intercity,Habibganj,Indore Junction Bg
19801,Indb Intercity,Kota Junction,Indore Junction Bg
39801,Indb Intercity,Kota Junction,Indore Junction Bg
11471,Indb Jbp Express,Indore Junction Bg,Jabalpur
9728,Indb Jp Superfast Special,Indore Junction Bg,Jaipur
12923,Indb Nagpur Express,Indore Junction Bg,Nagpur
19313,Indb Patna Express,Indore Junction Bg,Patna Junction
9305,Indb Patna P Superfast,Indore Junction Bg,Patna Junction
19321,Indb Rjpb Express,Indore Junction Bg,Rjndr Ngr Bihar
9309,Indb Sealdah Special,Indore Junction Bg,Sealdah
21125,Indore Bhind Express,Indore Junction Bg,Bhind
12227,Indore Duronto,Mumbai Central,Indore Junction Bg
19314,Indore Express,Rjndr Ngr Bihar,Indore Junction Bg
19310,Indore Gnc Express,Indore Junction Bg,Gandhinagar Cap
22105,Indrayani Express,Mumbai Cst,Pune Junction
22106,Indrayani Express,Pune Junction,Mumbai Cst
15603,Inter City Express,Kamakhya,Ledo
18411,Inter City Express,Bhubaneswar,Vishakapatnam
18412,Inter City Express,Vishakapatnam,Bhubaneswar
15719,Intercity,Katihar Junction,Siliguri Junction
15720,Intercity,Siliguri Junction,Katihar Junction
13401,Intercity Express,Bhagalpur,Danapur
15604,Intercity Express,Ledo,Kamakhya
13402,Intercity Express,Danapur,Bhagalpur
12416,Intercity Express,H Nizamuddin,Indore Junction Bg
12383,Intercity Express,Sealdah,Asansol Junction
12384,Intercity Express,Asansol Junction,Sealdah
15615,Intercity Express,Kamakhya,Dekargaon
15616,Intercity Express,Dekargaon,Kamakhya
13236,Intercity Express,Danapur,Sahibganj Junction
11451,Intercity Express,Jabalpur,Rewa
11452,Intercity Express,Rewa,Jabalpur
13235,Intercity Express,Sahibganj Junction,Danapur
15713,Intercity Express,Katihar Junction,Patna Junction
12725,Intercity Express,Bangalore Cy Junction,Dharwar
15714,Intercity Express,Patna Junction,Katihar Junction
12726,Intercity Express,Dharwar,Bangalore Cy Junction
12411,Intercity Express,Chandigarh,Amritsar Junction
13465,Intercity Express,Howrah Junction,Malda Town
13466,Intercity Express,Malda Town,Howrah Junction
12412,Intercity Express,Amritsar Junction,Chandigarh
15469,Intercity Express,Alipur Duar Junction,Lumding Junction
15471,Intercity Express,Alipur Duar Junction,Kamakhya
15472,Intercity Express,Kamakhya,Alipur Duar Junction
13504,Intercity Express,Asansol Junction,Sealdah
13503,Intercity Express,Sealdah,Asansol Junction
19412,Intercity Express,Ajmer Junction,Ahmedabad Junction
12466,Intercity Express,Jodhpur Junction,Indore Junction Bg
14211,Intercity Express,Agra Cantt,New Delhi
14212,Intercity Express,New Delhi,Agra Cantt
12482,Intercity Express,Shri Ganganagar,Delhi
12481,Intercity Express,Delhi,Shri Ganganagar
19802,Intercity Express,Indore Junction Bg,Kota Junction
14315,Intercity Express,Bareilly,New Delhi
14316,Intercity Express,New Delhi,Bareilly
19323,Intercity Express,Indore Junction Bg,Habibganj
22609,Intercity Express,Mangalore Cntl,Coimbatore Junction
22610,Intercity Express,Coimbatore Junction,Mangalore Cntl
12127,Intercity Express,Mumbai Cst,Pune Junction
12128,Intercity Express,Pune Junction,Mumbai Cst
13226,Intercity Express,Danapur,Jaynagar
12530,Intercity Express,Jabalpur,Habibganj
12529,Intercity Express,Habibganj,Jabalpur
22187,Intercity Express,Habibganj,Jabalpur
22188,Intercity Express,Jabalpur,Habibganj
13225,Intercity Express,Jaynagar,Danapur
13251,Ipr Rjpb Express,Islampur,Rjndr Ngr Bihar
18695,Ipr Rjpb Express,Islampur,Rjndr Ngr Bihar
12872,Ispat Express,Titlagarh,Howrah Junction
12871,Ispat Express,Howrah Junction,Titlagarh
1705,Jabalpur Nyn Special,Jabalpur,Naini
12239,Jaipur Duronto,Mumbai Central,Jaipur
12967,Jaipur Express,Chennai Central,Jaipur
19573,Jaipur Express,Okha,Jaipur
12973,Jaipur Express,Indore Junction Bg,Jaipur
12975,Jaipur Express,Mysore Junction,Jaipur
54805,Jaipur Passenger,Ahmedabad Junction,Jaipur
9043,Jaipur Premium,Bandra Terminus,Jaipur
9025,Jaipur Special,Bandra Terminus,Jaipur
12979,Jaipur Superfast Fast,Bandra Terminus,Jaipur
18104,Jalianwala B Express,Amritsar Junction,Tatanagar Junction
18103,Jalianwala B Express,Tatanagar Junction,Amritsar Junction
12380,Jalianwala B Express,Amritsar Junction,Sealdah
12379,Jalianwalab Express,Sealdah,Amritsar Junction
12477,Jam Jat Express,Jamnagar,Jammu Tawi
12414,Jammu Aii Express,Jammu Tawi,Ajmer Junction
12207,Jammu Garib Rat,Kathgodam,Jammu Tawi
15654,Jammu Ghy Express,Jammu Tawi,Guwahati
12588,Jammu Gkp Express,Jammu Tawi,Gorakhpur Junction
24033,Jammu Mail,Delhi,Hoshiarpur
24034,Jammu Mail,Hoshiarpur,Delhi
14033,Jammu Mail,Delhi,Udhampur
14034,Jammu Mail,Udhampur,Delhi
12425,Jammu Rajdhani,New Delhi,Jammu Tawi
12426,Jammu Rajdhani,Jammu Tawi,New Delhi
13151,Jammu Tawi Express,Kolkata,Jammu Tawi
11449,Jammutawi Express,Jabalpur,Jammu Tawi
19059,Jamnagar Intcit,Surat,Jamnagar
12081,Jan Shatabdi,Kannur,Trivandrum Cntl
12082,Jan Shatabdi,Trivandrum Cntl,Kannur
12075,Jan Shatabdi,Kozhikode,Trivandrum Cntl
12078,Jan Shatabdi,Vijayawada Junction,Chennai Central
12076,Jan Shatabdi,Trivandrum Cntl,Kozhikode
12077,Jan Shatabdi,Chennai Central,Vijayawada Junction
12051,Jan Shatabdi Express,Dadar,Madgaon
12052,Jan Shatabdi Express,Madgaon,Dadar
12067,Jan Shatabdi Express,Guwahati,Jorhat Town
12068,Jan Shatabdi Express,Jorhat Town,Guwahati
12080,Jan Shatabdi Express,Hubli Junction,Bangalore Cy Junction
12083,Jan Shatabdi Express,Mayiladuturai J,Coimbatore Junction
12084,Jan Shatabdi Express,Coimbatore Junction,Mayiladuturai J
12071,Jan Shatabdi Express,Dadar,Aurangabad
13419,Janasewa Express,Bhagalpur,Muzaffarpur Junction
13205,Janhit Express,Saharsa Junction,Danapur
13206,Janhit Express,Danapur,Saharsa Junction
19107,Janmabhoomi Express,Ahmedabad Junction,Udhampur
12805,Janmabhoomi Express,Vishakapatnam,Secunderabad Junction
12806,Janmabhoomi Express,Secunderabad Junction,Vishakapatnam
19108,Janmabhoomi Express,Udhampur,Ahmedabad Junction
13420,Jansewa Express,Muzaffarpur Junction,Bhagalpur
12023,Janshatabdi Express,Howrah Junction,Patna Junction
12024,Janshatabdi Express,Patna Junction,Howrah Junction
12069,Janshatabdi Express,Raigarh,Gondia Junction
12070,Janshatabdi Express,Gondia Junction,Raigarh
12079,Janshatabdi Express,Bangalore Cy Junction,Hubli Junction
12072,Janshatabdi Express,Aurangabad,Dadar
13039,Janta Express,Howrah Junction,Rajgir
11450,Jat Jbp Express,Jammu Tawi,Jabalpur
19224,Jat Adi Express,Jammu Tawi,Ahmedabad Junction
2208,Jat Adi Gr Special,Jammu Tawi,Ahmedabad Junction
4122,Jat Ald Ac Special,Jammu Tawi,Allahabad Junction
14502,Jat Bti Express,Jammu Tawi,Bhatinda Junction
19226,Jat Bti Express,Jammu Tawi,Bhatinda Junction
12470,Jat Cnb Express,Jammu Tawi,Kanpur Central
4038,Jat Dli Special,Jammu Tawi,Delhi
18216,Jat Durg Express,Jammu Tawi,Durg
12550,Jat Durg Superfast Express,Jammu Tawi,Durg
2530,Jat Gkp Premium,Jammu Tawi,Gorakhpur Junction
5044,Jat Gkp Special,Jammu Tawi,Gorakhpur Junction
12476,Jat Hapa Express,Jammu Tawi,Hapa
22942,Jat Indb Superfast Express,Jammu Tawi,Indore Junction Bg
12478,Jat Jamnagr Express,Jammu Tawi,Jamnagar
19804,Jat Kota Express,Jammu Tawi,Kota Junction
18110,Jat Muri Rou Express,Jammu Tawi,Tatanagar Junction
2422,Jat Ned Special,Jammu Tawi,Nanded
14714,Jat Sgnr Express,Jammu Tawi,Shri Ganganagar
4734,Jat Sgnr Special,Jammu Tawi,Shri Ganganagar
13160,Jbn Kolkata Express,Jogbani,Kolkata
22181,Jbp Nzm Express,Jabalpur,H Nizamuddin
12160,Jbp Ami Superfast Express,Jabalpur,Amravati
1753,Jbp Bsp Special,Jabalpur,Bilaspur Junction
1755,Jbp Bsp Special,Jabalpur,Bilaspur Junction
58868,Jbp Btc Passenger,Jabalpur,Balaghat Junction
58870,Jbp Btc Passenger,Jabalpur,Balaghat Junction
1707,Jbp Durg Special,Jabalpur,Durg
12188,Jbp Garib Rath,Mumbai Cst,Jabalpur
2188,Jbp Garibrath S,Mumbai Cst,Jabalpur
1709,Jbp Gaya Special,Jabalpur,Gaya Junction
1674,Jbp Hbj Superfast Special,Jabalpur,Habibganj
11472,Jbp Indb Express,Jabalpur,Indore Junction Bg
11702,Jbp Intercity,Indore Junction Bg,Jabalpur
11652,Jbp Intercity E,Singrauli,Jabalpur
12061,Jbp Janshatabdi,Habibganj,Jabalpur
12192,Jbp Ndls Superfast Express,Jabalpur,New Delhi
2160,Jbp Ngp Superfast Special,Jabalpur,Nagpur
58840,Jbp Nir Ngp Passenger,Jabalpur,Nagpur
1656,Jbp Pune Superfast Special,Jabalpur,Pune Junction
51701,Jbp Rewa Passenger,Jabalpur,Rewa
1265,Jbp Rewa Special,Jabalpur,Rewa
11464,Jbp Somnath Express,Jabalpur,Somnath
11466,Jbp Somnath Express,Jabalpur,Somnath
12194,Jbp Ypr Superfast Express,Jabalpur,Yesvantpur Junction
18212,Jdb Durg Express,Jagdalpur,Durg
8002,Jgm Kgp Special Express,Jhargram,Kharagpur Junction
18003,Jgm Prr Express,Jhargram,Purulia Junction
15941,Jhajha Dbrg Express,Jhajha,Dibrugarh
12874,Jharkhand Express,Anand Vihar Trm,Hatia
12818,Jharkhand Express,Anand Vihar Trm,Hatia
12873,Jharkhand S J E,Hatia,Anand Vihar Trm
12817,Jharkhand Sj Express,Hatia,Anand Vihar Trm
11078,Jhelum Express,Jammu Tawi,Pune Junction
11077,Jhelum Express,Pune Junction,Jammu Tawi
12825,Jhrkhnd S Krant,Ranchi,New Delhi
12826,Jhrkhnd S Kranti,New Delhi,Ranchi
11103,Jhs Bdts Express,Jhansi Junction,Bandra Terminus
11109,Jhs Ljn Intercity Express,Jhansi Junction,Lucknow Ne
13072,Jmp Hwh Express,Jamalpur Junction,Howrah Junction
12101,Junction Aneswari Delx,Lokmanyatilak T,Howrah Junction
12102,Junction Aneswarisupdl,Howrah Junction,Lokmanyatilak T
22484,Jodhpur Express,Gandhidham Bg,Jodhpur Junction
14802,Jodhpur Express,Gandhidham Bg,Jodhpur Junction
16508,Jodhpur Express,Bangalore Cy Junction,Jodhpur Junction
52547,Joyride,Darjeeling,To Darjeeling
52548,Joyride,Darjeeling,To Darjeeling
52549,Joyride,Darjeeling,To Darjeeling
52546,Joyride,Darjeeling,To Darjeeling
52574,Joyride Diesel,Darjeeling,To Darjeeling
12404,Jp Ald Express,Jaipur,Allahabad Junction
54806,Jp Adi Passnger,Jaipur,Ahmedabad Junction
9426,Jp Adi Special,Jaipur,Ahmedabad Junction
12035,Jp Af Shatabdi,Jaipur,Agra Fort
9719,Jp Aii Express,Jaipur,Ajmer Junction
9622,Jp Aii Intercity,Jaipur,Ajmer Junction
9626,Jp Aii Superfast Special,Jaipur,Ajmer Junction
14807,Jp Awr Express,Jaipur,Alwar
12240,Jp Bct Duronto,Jaipur,Mumbai Central
12956,Jp Bct Supfast,Jaipur,Mumbai Central
22934,Jp Bdts Superfast Express,Jaipur,Bandra Terminus
9731,Jp Bdts Special,Jaipur,Bandra Terminus
9026,Jp Bdts Special,Jaipur,Bandra Terminus
9044,Jp Bdts Special,Jaipur,Bandra Terminus
9034,Jp Bdts Special,Jaipur,Bandra Terminus
12980,Jp Bdts Superfast Express,Jaipur,Bandra Terminus
9643,Jp Bdts Urs Special,Jaipur,Bandra Terminus
12468,Jp Bkn Intercity,Jaipur,Bikaner Junction
19711,Jp Bpl Express,Jaipur,Indore Junction Bg
12970,Jp Cbe Superfast Express,Jaipur,Coimbatore Junction
19717,Jp Cdg Intercity,Jaipur,Chandigarh
22986,Jp Double Dcker,Delhi S Rohilla,Jaipur
12986,Jp Double Dcker,Delhi S Rohilla,Jaipur
18214,Jp Durg Express,Jaipur,Durg
8214,Jp Durg Special,Jaipur,Durg
9769,Jp Fl Passenger Special,Jaipur,Phulera Junction
54833,Jp Hsr Passenger,Jaipur,Hisar
9703,Jp Hwh Special,Jaipur,Howrah Junction
12974,Jp Indb Express,Jaipur,Indore Junction Bg
22478,Jp Ju Superfast Express,Jaipur,Jodhpur Junction
9727,Jp Koaa Premium,Jaipur,Kolkata
19715,Jp Ljn Express,Jaipur,Lucknow Ne
12968,Jp Madras Express,Jaipur,Chennai Central
2404,Jp Mtj Special,Jaipur,Mathura Junction
12976,Jp Mysore Express,Jaipur,Mysore Junction
11204,Jp Ngp Express,Jaipur,Nagpur
4551,Jp Nldm Special,Jaipur,Nangal Dam
19574,Jp Okha Express,Jaipur,Okha
9564,Jp Okha Special,Jaipur,Okha
12940,Jp Pune Superfast Express,Jaipur,Pune Junction
59802,Jp Rtm Fastpass,Jaipur,Ratlam Junction
19713,Jp Sc Express,Jaipur,Secunderabad Junction
9713,Jp Sur Special,Jaipur,Solapur Junction
9715,Jp Sur Special,Jaipur,Solapur Junction
22695,Jp Suvidha Express,Yesvantpur Junction,Jaipur
12992,Jp Udz Express,Jaipur,Udaipur City
9721,Jp Udz Superfast Special,Jaipur,Udaipur City
6530,Jp Ypr Special,Jaipur,Yesvantpur Junction
22696,Jp Ypr Suvidha,Jaipur,Yesvantpur Junction
19064,Jsm Bdts Express,Jaisalmer,Bandra Terminus
22932,Jsm Bdts Superfast,Jaisalmer,Bandra Terminus
22479,Jsm Bkn Express,Jaisalmer,Bikaner Junction
14701,Jsm Bkn Express,Jaisalmer,Bikaner Junction
14660,Jsm Dli Express,Jaisalmer,Delhi
12372,Jsm Hwh Superfast Express,Jaisalmer,Howrah Junction
14809,Jsm Ju Express,Jaisalmer,Jodhpur Junction
4802,Jsm Ju Special,Jaisalmer,Jodhpur Junction
14703,Jsm Lgh Express,Jaisalmer,Lalgarh Junction
53140,Jsme Koaa Pgs,Jasidih Junction,Kolkata
15605,Jttn Intercity,Kamakhya,Dibrugarh
54801,Ju Aii Fast Passenger,Jodhpur Junction,Ajmer Junction
9616,Ju Aii Special,Jodhpur Junction,Ajmer Junction
9618,Ju Aii Special,Jodhpur Junction,Ajmer Junction
9614,Ju Aii Urs Special,Jodhpur Junction,Ajmer Junction
9020,Ju Bdts Special,Jodhpur Junction,Bandra Terminus
19056,Ju Bl Express,Jodhpur Junction,Valsad
54812,Ju Bpl Passenger,Jodhpur Junction,Bhopal Junction
54704,Ju Bti Pasenger,Jodhpur Junction,Bhatinda Junction
22481,Ju Dee Superfast,Jodhpur Junction,Delhi S Rohilla
4854,Ju Dna Special,Jodhpur Junction,Degana Junction
14801,Ju Gimb Express,Jodhpur Junction,Gandhidham Bg
22483,Ju Gimb Superfast Express,Jodhpur Junction,Gandhidham Bg
4823,Ju Hwh Superfast Special,Jodhpur Junction,Howrah Junction
12308,Ju Hwh Supfast,Jodhpur Junction,Howrah Junction
22477,Ju Jp Superfast Express,Jodhpur Junction,Jaipur
14810,Ju Jsm Express,Jodhpur Junction,Jaisalmer
4801,Ju Jsmspl,Jodhpur Junction,Jaisalmer
14889,Ju Mbf Link Express,Bhagat Ki Kothi,Munabao
16126,Ju Ms Express,Jodhpur Junction,Chennai Egmore
4825,Ju Pune Superfast Special,Jodhpur Junction,Pune Junction
18474,Ju Puri Express,Jodhpur Junction,Puri
14682,Juc Ndls Express,Jalandhar City,New Delhi
52551,Jungle Safari,Siliguri Junction,Siliguri
52559,Jungle Safari,Siliguri Junction,Siliguri
12569,Jyg Anvt G Rath,Jaynagar,Anand Vihar Trm
3514,Jyg Asn Special,Jaynagar,Asansol Junction
3586,Jyg Asn Special,Jaynagar,Asansol Junction
18420,Jyg Dbg Puri Express,Jaynagar,Puri
12570,Jyg Garib Rath,Anand Vihar Trm,Jaynagar
13136,Jyg Koaa Express,Jaynagar,Kolkata
18606,Jyg Rnc Express,Jaynagar,Ranchi
15284,Jyg Shcjanki Express,Jaynagar,Saharsa Junction
14257,K V Express,Varanasi Junction,New Delhi
7116,Kacheguda Express,Kollam Junction,Kacheguda
17651,Kacheguda Express,Chennai Egmore,Kacheguda
12786,Kacheguda Express,Bangalore Cy Junction,Kacheguda
7686,Kacheguda Express,Bangalore Cy Junction,Kacheguda
17616,Kacheguda Express,Madurai Junction,Kacheguda
16354,Kacheguda Express,Nagercoil Junction,Kacheguda
17604,Kacheguda Express,Yesvantpur Junction,Kacheguda
14020,Kahanvally Express,Delhi S Rohilla,Chhindwara Junction
12225,Kaifiyat Express,Azamgarh,Delhi
12226,Kaifiyat Express,Delhi,Azamgarh
7212,Kakinadatown Express,Kollam Junction,Kakinada Town
14723,Kalindi Express,Kanpur Central,Bhiwani
14724,Kalindi Express,Bhiwani,Kanpur Central
18478,Kalingautkalexp,Haridwar Junction,Puri
12312,Kalka Mail,Kalka,Howrah Junction
12005,Kalka Shatabdi,New Delhi,Kalka
12006,Kalka Shatabdi,Kalka,New Delhi
12011,Kalka Shatabdi,New Delhi,Kalka
12012,Kalka Shatabdi,Kalka,New Delhi
52453,Kalka Simla Express,Kalka,Simla
15667,Kamakhya Express,Gandhidham Bg,Kamakhya
11071,Kamayani Express,Lokmanyatilak T,Varanasi Junction
11072,Kamayani Express,Varanasi Junction,Lokmanyatilak T
15960,Kamrup Express,Dibrugarh,Howrah Junction
15959,Kamrup Express,Howrah Junction,Dibrugarh
15657,Kanchanjanga Express,Sealdah,Guwahati
25657,Kanchanjanga Express,Sealdah,Silchar
15658,Kanchanjunga Express,Guwahati,Sealdah
25658,Kanchanjunga Express,Silchar,Sealdah
13149,Kanchankanya Express,Sealdah,Alipur Duar Junction
13150,Kanchankanya Express,Alipur Duar Junction,Sealdah
18001,Kandari Express,Howrah Junction,Digha Flag Stn
18002,Kandari Express,Digha Flag Stn,Howrah Junction
14019,Kanhan Valle Express,Chhindwara Junction,Delhi S Rohilla
16517,Kannur Express,Bangalore Cy Junction,Kannur
12665,Kannyakumari Express,Howrah Junction,Kanyakumari
16381,Kanyakumari Express,Mumbai Cst,Kanyakumari
16526,Kanyakumari Express,Bangalore Cy Junction,Kanyakumari
12633,Kanyakumari Express,Chennai Egmore,Kanyakumari
12634,Kanyakumari Express,Kanyakumari,Chennai Egmore
16175,Karaikal Express,Chennai Egmore,Karaikal
22511,Karmabhoomi Express,Lokmanyatilak T,Kamakhya
22512,Karmabhoomi Express,Kamakhya,Lokmanyatilak T
2001,Karmali Shatabdi Special,Mumbai Cst,Karmali
12628,Karnataka Express,New Delhi,Bangalore Cy Junction
12627,Karnataka Express,Bangalore Cy Junction,New Delhi
12934,Karnavati Express,Ahmedabad Junction,Mumbai Central
12933,Karnavati Express,Mumbai Central,Ahmedabad Junction
16523,Karwar Express,Bangalore Cy Junction,Karwar
14258,Kashi V Express,New Delhi,Varanasi Junction
9021,Katra Premium,Bandra Terminus,Shmata V D Ktra
16021,Kaveri Express,Chennai Central,Mysore Junction
16022,Kaveri Express,Mysore Junction,Chennai Central
13027,Kavi Guru Express,Howrah Junction,Azimganj Junction
13028,Kavi Guru Express,Azimganj Junction,Howrah Junction
19709,Kavi Guru Express,Jaipur,Kamakhya
12949,Kaviguru Express,Porbandar,Santragachi Junction
16516,Kawr Ypr Express,Karwar,Yesvantpur Junction
17606,Kcg Maq Express,Kacheguda,Mangalore Cntl
17639,Kcg Ak Express,Kacheguda,Akola Junction
22117,Kcg Double Deck,Guntur Junction,Kacheguda
22119,Kcg Double Deck,Tirupati,Kacheguda
7129,Kcg Jp Special,Kacheguda,Ajmer Junction
7606,Kcg Maq Special,Kacheguda,Mangalore Cntl
2760,Kcg Mas Superfast Special,Kacheguda,Chennai Central
17615,Kcg Mdu Express,Kacheguda,Madurai Junction
17652,Kcg Ms Express,Kacheguda,Chennai Egmore
16353,Kcg Ncj Express,Kacheguda,Nagercoil Junction
17641,Kcg Nrkr Express,Kacheguda,Narkher
57620,Kcg Ral Fastpas,Kacheguda,Repalle
7145,Kcg Tpty Special,Kacheguda,Tirupati
16570,Kcg Ypr Express,Kacheguda,Yesvantpur Junction
17603,Kcg Ypr Express,Kacheguda,Vasco Da Gama
19259,Kcvl Bvc Express,Kochuveli,Bhavnagar Trmus
12201,Kcvl Garib Rath,Lokmanyatilak T,Kochuveli
22114,Kcvl Ltt Superfast Express,Kochuveli,Lokmanyatilak T
16562,Kcvl Ypr Ac Express,Kochuveli,Yesvantpur Junction
12625,Kerala Express,Trivandrum Cntl,New Delhi
12626,Kerala Express,New Delhi,Trivandrum Cntl
12218,Kerla S Kranti,Chandigarh,Kochuveli
12039,Kgm Anvt Shatabdi,Kathgodam,Anand Vihar Trm
14119,Kgm Ddn Express,Kathgodam,Dehradun
12208,Kgm Garib Rath,Jammu Tawi,Kathgodam
12209,Kgm Garib Rath,Kanpur Central,Kathgodam
15044,Kgm Ljn Express,Kathgodam,Lucknow Ne
52545,Kgn Dj Ng Train,Kurseong,Darjeeling
52587,Kgn Dj Ng Train,Kurseong,Darjeeling
12575,Kgp Prr Exres,Kharagpur Junction,Purulia Junction
22875,Kgp Prr Exres,Kharagpur Junction,Purulia Junction
8001,Kgp Jgm Special Express,Kharagpur Junction,Jhargram
22603,Kgp Vm Superfast Express,Kharagpur Junction,Villuparam Junction
22604,Kharagpur Express,Villuparam Junction,Kharagpur Junction
11018,Kik Ltt Express,Karaikal,Lokmanyatilak T
15707,Kir Asr Express,Katihar Junction,Amritsar Junction
5735,Kir Dkgn Special,Katihar Junction,Dekargaon
15712,Kir Hwh Express,Katihar Junction,Howrah Junction
28182,Kir Tata Lnk Express,Katihar Junction,Tatanagar Junction
14520,Kisan Express,Bhatinda Junction,Delhi
14519,Kisan Express,Delhi,Bhatinda Junction
14887,Klk Bme Express,Kalka,Shri Ganganagar
52457,Klk Sml Passenger,Kalka,Simla
22456,Klk Snsi Superfast Express,Kalka,Sainagar Shirdi
14503,Klk Svdk Express,Kalka,Shmata V D Ktra
15049,Koaa Gkp Express,Kolkata,Gorakhpur Junction
3133,Koaa Pnbe Special,Kolkata,Patna Junction
3159,Koaa Pnbe Special,Kolkata,Patna Junction
19414,Koaa Adi Express,Kolkata,Ahmedabad Junction
13167,Koaa Agc Express,Kolkata,Agra Cantt
12319,Koaa Agc Express,Kolkata,Agra Cantt
19605,Koaa Aii Express,Kolkata,Ahmedabad Junction
3137,Koaa Aii Special,Kolkata,Ajmer Junction
13131,Koaa Anvt Express,Kolkata,Giridih
3125,Koaa Anvtspecia,Kolkata,Anand Vihar Trm
13161,Koaa Blgt Express,Kolkata,Balurghat
